"","A2","A3","A5","A7","A8","B3","Age","B7","B9","B11","B12","C2","C12","E2_9group","E4_21group","E6","E7","E8_a","E8_b","E8_c","E8_d","E8_e","E8_f","E8_g","E8_h","E8_i","E9","E10","E13","E13_1","E14_1","E14_2","E14_Result","E15","E16","E17","E22","E23","E24","G1_1","G1_2","J8","J9","J10_1","J10_2","J11_1","J11_2","J12_14group","J13","J14","J15","J15_Year","J16","J17_10group","J18","J19","J20","J21","J22","Weights_1","WeightsCalib_1","Weights_Year","WeightsCalib_Year","resident","nonresident","LR_WAP","LF","PNLF","empj","underemployed","iempj","emsj","iemsj","LU1_unemployed","LU2_combined","LU3_potential","LU4_composite","long_term_unemployed"
"2845",7,10,1,3,3,2,54,7,2,2,5,1,1,3,17,2,1,1,1,1,1,2,2,1,2,2,NA,3,6,NA,62000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4586153045289,21.9380562440201,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846",10,10,1,4,3,2,38,8,2,2,5,1,1,2,16,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,35000,0,1,NA,4,1,1,7,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4586153045289,21.9380562440201,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847",11,10,1,5,4,2,59,5,2,2,5,1,1,5,16,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,50000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4586153045289,21.9380562440201,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848",1,10,2,5,4,1,50,5,2,2,5,1,1,5,1,1,1,2,1,2,1,2,2,3,2,2,NA,1,NA,NA,80000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",1,10,2,5,4,2,44,7,2,2,5,1,1,3,17,1,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,55000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850",1,10,2,5,4,1,23,7,2,1,5,1,1,5,15,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,105000,0,1,NA,4,1,1,1,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851",1,10,2,5,4,1,21,5,1,1,5,1,1,5,15,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,102000,0,1,NA,4,1,1,2,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852",2,10,2,6,4,1,56,7,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,0,0,6,NA,NA,1,1,7,1,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2853",2,10,2,6,4,1,30,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,0,0,6,NA,NA,1,1,7,2,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
"2854",3,10,2,5,4,1,53,7,2,2,5,1,1,8,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2e+05,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2855",3,10,2,5,4,2,41,7,2,2,5,1,1,9,1,1,2,2,2,2,2,2,2,2,2,2,NA,3,3,NA,70000,0,1,NA,4,2,3,1,2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2856",4,10,2,3,3,1,29,5,2,1,5,1,1,5,15,2,1,1,1,1,3,2,1,1,2,2,NA,1,NA,NA,150000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",5,10,2,2,2,1,60,7,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,0,0,6,NA,NA,1,1,7,2,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2858",5,10,2,2,2,2,53,7,2,2,5,1,1,3,17,1,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,32000,0,1,NA,4,1,1,7,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859",7,10,2,5,5,1,55,7,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,0,0,6,NA,NA,1,1,7,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2860",7,10,2,5,5,2,47,7,2,2,5,1,1,3,17,1,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,55000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861",9,10,2,6,4,1,62,7,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,0,0,6,NA,NA,1,1,7,2,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2862",9,10,2,6,4,1,37,8,2,2,5,1,1,2,16,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,84000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863",9,10,2,6,4,2,31,8,2,2,5,1,1,2,16,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,62000,0,1,NA,4,1,1,7,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864",11,10,2,5,4,1,56,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,0,0,6,NA,NA,1,1,7,2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2865",11,10,2,5,4,1,32,5,2,2,5,1,1,5,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,146000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866",1,10,2,5,4,1,57,10,2,2,5,1,1,2,16,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,1e+05,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867",1,10,2,5,4,2,53,10,2,2,5,1,1,2,16,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,90000,0,1,NA,4,1,1,7,1,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",3,10,2,6,3,1,26,5,2,2,5,1,1,8,8,3,2,2,2,2,2,2,2,2,2,2,NA,3,1,1,2e+05,0,1,NA,4,1,1,7,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2869",4,10,2,5,4,1,55,10,2,2,5,1,1,2,4,1,1,1,1,1,1,2,2,1,2,2,NA,3,3,NA,80000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",6,10,2,1,1,2,61,5,2,4,5,1,1,9,1,1,2,2,2,2,2,2,2,2,2,2,NA,3,2,NA,70000,0,1,NA,4,1,1,6,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2871",9,10,2,5,4,1,51,7,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,25000,8000,5,NA,4,1,1,7,2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2872",9,10,2,5,4,2,46,7,2,2,5,1,1,3,17,1,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,50000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",10,10,2,4,4,1,22,5,2,1,5,1,1,5,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,1500000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874",1,11,1,1,1,2,67,10,2,1,5,1,1,2,18,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,20000,0,1,NA,4,2,1,7,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1603570329332,20.0777518838295,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875",5,11,1,4,2,1,31,10,2,2,5,1,1,2,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,205000,0,1,NA,4,1,1,7,1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1603570329332,20.0777518838295,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",6,11,1,3,2,2,32,9,2,1,5,1,1,4,17,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,60000,0,1,NA,4,2,1,4,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1603570329332,20.0777518838295,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",7,11,1,2,2,1,23,8,2,1,5,1,1,2,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,2e+05,0,1,NA,4,1,1,5,1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1603570329332,20.0777518838295,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",7,11,1,2,2,2,21,7,2,1,5,1,1,5,7,2,1,1,1,3,1,2,2,1,2,2,NA,3,2,NA,60000,0,1,NA,4,2,3,1,1,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1603570329332,20.0777518838295,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",8,11,1,2,2,2,56,5,2,2,5,1,1,5,20,2,2,2,2,2,2,2,2,2,2,2,NA,4,1,1,30000,0,1,NA,4,1,3,1,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1603570329332,20.0777518838295,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2880",3,11,1,1,1,1,66,7,2,3,5,1,1,3,17,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,50000,0,1,NA,4,1,1,7,2,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881",4,11,1,4,4,1,61,10,2,2,5,1,1,2,4,2,1,1,1,1,1,2,2,1,2,2,NA,3,7,NA,125000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882",4,11,1,4,4,2,58,10,2,2,5,1,1,2,16,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,50000,0,1,NA,4,1,1,7,1,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883",5,11,1,4,3,1,54,5,2,3,5,1,1,9,6,2,2,2,2,2,2,2,2,2,2,2,NA,3,2,NA,50000,0,1,NA,3,1,3,1,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2884",5,11,1,4,3,1,26,5,2,1,5,1,1,5,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,150000,0,1,NA,4,1,1,4,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",7,11,1,6,4,1,32,4,2,2,5,1,1,6,16,2,1,1,1,1,1,2,2,1,2,2,NA,3,7,NA,90000,0,1,NA,4,1,1,5,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886",7,11,1,6,4,1,36,4,2,1,3,1,1,9,3,2,2,2,2,2,2,2,2,2,2,2,NA,3,1,3,30000,0,1,NA,4,1,1,7,2,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2887",7,11,1,6,4,2,56,4,2,3,5,1,1,9,14,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,70000,0,1,NA,4,1,1,7,2,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888",10,11,1,4,4,2,48,10,2,2,5,1,1,2,16,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,57000,0,1,NA,4,1,1,7,1,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",10,11,1,4,4,2,27,8,2,1,5,1,1,2,16,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,40000,0,1,NA,4,1,1,7,2,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"2890",10,11,1,4,4,1,22,5,1,1,5,1,1,5,16,2,1,1,1,1,3,2,2,1,2,2,NA,3,7,NA,90000,0,1,NA,4,1,1,4,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891",11,11,1,3,3,1,68,5,2,2,5,1,1,5,15,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,75000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",11,11,1,3,3,1,44,7,2,1,5,1,1,3,16,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,80000,0,1,NA,4,1,1,7,2,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1363496460449,9.81372972271129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",1,11,1,6,3,1,37,10,2,2,5,1,1,2,15,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,150000,0,1,NA,4,1,1,7,1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894",2,11,1,3,2,1,56,10,2,2,5,1,1,3,19,2,1,1,1,1,1,2,2,1,2,2,NA,2,NA,NA,90000,0,1,NA,4,2,1,7,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895",2,11,1,3,2,2,51,7,2,2,5,1,1,3,17,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,71000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",3,11,1,6,3,2,58,8,2,2,5,1,1,2,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,80000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",3,11,1,6,3,1,33,8,2,2,5,1,1,2,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,2e+05,0,1,NA,4,1,1,7,1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",3,11,1,6,3,2,30,7,2,2,5,1,1,4,10,2,1,1,1,1,1,1,1,1,2,2,NA,3,1,3,65000,0,1,NA,4,1,1,4,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899",4,11,1,3,3,1,48,7,2,2,5,1,1,5,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,0,0,6,NA,NA,2,1,7,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2900",4,11,1,3,3,2,46,5,2,2,5,1,1,5,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,80000,0,1,NA,4,1,1,7,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901",5,11,1,3,3,1,33,5,1,2,5,1,1,5,15,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,153000,0,1,NA,4,1,1,7,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902",5,11,1,3,3,2,30,7,2,2,5,1,1,5,7,2,1,1,1,1,3,2,2,1,2,2,NA,3,1,2,60000,0,1,NA,4,2,1,4,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903",7,11,1,6,4,1,57,5,2,2,5,1,1,5,15,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,60000,0,1,NA,4,1,3,1,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",7,11,1,6,4,2,54,7,2,2,5,1,1,4,15,2,1,1,1,1,1,1,1,1,2,2,NA,1,NA,NA,120000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905",8,11,1,3,3,1,25,6,2,1,5,1,1,7,3,2,1,1,1,1,3,2,2,1,2,2,NA,3,7,NA,55000,0,1,NA,4,1,1,4,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906",9,11,1,5,4,1,61,7,2,2,5,1,1,3,16,2,1,1,1,1,3,2,2,1,2,2,NA,1,NA,NA,50000,0,1,NA,4,1,1,7,2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",9,11,1,5,4,1,28,10,2,2,5,1,1,5,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,2e+05,0,1,NA,4,1,1,6,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908",10,11,1,4,3,2,73,11,2,2,5,1,1,2,17,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,70000,0,1,NA,4,1,1,7,2,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909",10,11,1,4,3,2,38,7,2,1,5,1,1,3,17,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,30000,0,1,NA,4,1,1,7,2,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
